epoch,train_loss,val_loss,token_acc,perplexity
1,0.07378516950004269,0.05297348640859127,0.983474210798689,1.054401688773189
2,0.047660720082575506,0.050734292603447105,0.983715715025013,1.0520433204508262
3,0.046859954082303576,0.04283509136759676,0.9872587272538932,1.0437657546741494
4,0.038590702128664514,0.04457570873011719,0.9869824936984221,1.045584133560968
